fichier_apx,num_arg,num_ext,semantique,methode,fiabilite,fiabilite_observee,repetition,verite,EXT_AR,CSS_S_sum,CSS_S_min,CSS_S_leximin,CSS_D_sum,CSS_D_min,CSS_D_leximin,CSS_U_sum,CSS_U_min,CSS_U_leximin
PR_non_uniforme_0.3_rep5.apx,30,2,PR,non_uniforme,0.3,0.3,5,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a1', 'a4', 'a5', 'a6', 'a7', 'a8', 'a12', 'a13', 'a14', 'a19', 'a20', 'a22', 'a23', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.4_rep1.apx,30,2,PR,non_uniforme,0.4,0.4,1,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a1', 'a2', 'a6', 'a8', 'a13', 'a14', 'a16', 'a17', 'a18', 'a19', 'a20', 'a25', 'a26']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.4_rep2.apx,30,2,PR,non_uniforme,0.4,0.4,2,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a5', 'a10', 'a15', 'a16', 'a17', 'a19', 'a24', 'a25', 'a26', 'a27']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.4_rep3.apx,30,2,PR,non_uniforme,0.4,0.4,3,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a4', 'a5', 'a12', 'a13', 'a15', 'a18', 'a20', 'a23', 'a25']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.4_rep4.apx,30,2,PR,non_uniforme,0.4,0.4,4,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a5', 'a6', 'a7', 'a10', 'a14', 'a18', 'a20', 'a22', 'a23', 'a26', 'a28', 'a29']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.4_rep5.apx,30,2,PR,non_uniforme,0.4,0.4,5,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a8', 'a9', 'a10', 'a12', 'a14', 'a16', 'a17', 'a18', 'a25', 'a26', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.5_rep1.apx,30,2,PR,non_uniforme,0.5,0.5,1,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a1', 'a8', 'a10', 'a12', 'a13', 'a14', 'a17', 'a19', 'a20', 'a23', 'a25', 'a26', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.5_rep2.apx,30,2,PR,non_uniforme,0.5,0.5,2,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a2', 'a5', 'a7', 'a9', 'a10', 'a12', 'a14', 'a16', 'a19', 'a25', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.5_rep3.apx,30,2,PR,non_uniforme,0.5,0.5,3,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a6', 'a11', 'a13', 'a15', 'a17', 'a18', 'a20', 'a21', 'a23']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.5_rep4.apx,30,2,PR,non_uniforme,0.5,0.5,4,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a7', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a23', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.5_rep5.apx,30,2,PR,non_uniforme,0.5,0.5,5,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a5', 'a7', 'a10', 'a12', 'a15', 'a19', 'a20', 'a22', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.6_rep1.apx,30,2,PR,non_uniforme,0.6,0.6,1,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a4', 'a5', 'a13', 'a14', 'a17', 'a19', 'a20', 'a21', 'a24', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.6_rep2.apx,30,2,PR,non_uniforme,0.6,0.6,2,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a5', 'a9', 'a10', 'a12', 'a13', 'a14', 'a16', 'a17', 'a19', 'a25', 'a26', 'a27']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.6_rep3.apx,30,2,PR,non_uniforme,0.6,0.6,3,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a7', 'a10', 'a12', 'a13', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.6_rep4.apx,30,2,PR,non_uniforme,0.6,0.6,4,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a4', 'a5', 'a9', 'a13', 'a14', 'a16', 'a17', 'a19', 'a25', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.6_rep5.apx,30,2,PR,non_uniforme,0.6,0.6,5,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a3', 'a4', 'a5', 'a6', 'a11', 'a13', 'a14', 'a16', 'a17', 'a20', 'a25']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
PR_non_uniforme_0.7_rep1.apx,30,2,PR,non_uniforme,0.7,0.7,1,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.7_rep2.apx,30,2,PR,non_uniforme,0.7,0.7,2,"['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']","[['a0', 'a10', 'a11', 'a12', 'a13', 'a14', 'a17', 'a19', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.7_rep3.apx,30,2,PR,non_uniforme,0.7,0.7,3,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a5', 'a10', 'a12', 'a13', 'a14', 'a16', 'a17', 'a19', 'a20', 'a21', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27'], ['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]","[['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']]"
PR_non_uniforme_0.7_rep4.apx,30,2,PR,non_uniforme,0.7,0.7,4,"['a0', 'a4', 'a11', 'a13', 'a14', 'a17', 'a20', 'a21', 'a23', 'a27']","[['a0', 'a5', 'a10', 'a12', 'a13', 'a14', 'a15', 'a16', 'a17', 'a19', 'a21', 'a25', 'a27']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]","[['a0', 'a10', 'a12', 'a14', 'a19', 'a20', 'a21', 'a26', 'a27', 'a28']]"
